champion_name,skill_name,skill_description
Kallia,Curse of Nullity,Attacks all enemies. Has a 50% chance of placing a 100% [Heal Reduction] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +102<br>Lvl. 5 Buff/Debuff Chance +15%<br>Lvl. 6 Cooldown -1
Kallia,Flame Tempest,Attacks 3 times at random. Each hit has a 60% chance of placing a [HP Burn] debuff for 2 turns. on the same team.]<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Aina,Ferocity,Attacks 1 enemy 2 times. Has a 10% chance of granting an Extra Turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chance +5
Aina,Bloody Swath,Attacks 1 enemy. Has an 80% chance of placing a 25% [Weaken] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +10<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10'
Aina,Overmaster,"Attacks 1 enemy. Before attacking, has an 80% chance of placing a 60% [Decrease DEF] debuff for 2 turns. Heals this Champion by 10% of the damage inflicted.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +10<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10"
Jotun,Brute Strength,Attacks 1 enemy. Has a 30% chance of placing a [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5'<br>Lvl. 5 Buff/Debuff Chance +5
Jotun,Burning Blade,Attacks 1 enemy. Has a 75% chance of placing a [HP Burn] debuff for 4 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +109<br>Lvl. 5 Buff/Debuff Chance +15<br>Lvl. 6 Cooldown -1
Jotun,Sear Away,Attacks 1 enemy. Decreases the target's MAX HP by 30% of the damage dealt.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Alika,Gap Shot,
Alika,High Value Target,
Alika,Disorient,
Alika,Devoted Sister (P),
Woad-Painted,Cross Slash,Attacks 1 enemy 2 times. Has a 25% chance of placing a [Block Cooldown Skills] debuff for 1 turn.<br>Damage based on: [ATK] [HP]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5'<br>Lvl. 5 Damage +10%
Woad-Painted,Undying Fury,"Removes all debuffs from this Champion, then heals this Champion by 30% HP. Places a 30% [Reflect Damage] buff on this Champion for 2 turns.<br>Lvl. 2 Cooldown -1"
Woad-Painted,Overpower,Attacks 1 enemy. Has a 75% chance of placing a [Block Cooldown Skills] debuff for 2 turns. Damage inflicted is proportional to this Champion's current HP.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +59<br>Lvl. 3 Buff/Debuff Chance +10<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Cooldown -1
Atur,Roaring Leap,Attacks 1 enemy. Has a 25% chance of placing a [Provoke] debuff for 1 turn.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +5%
Atur,Raging Bull,Attacks 2 times at random. Each hit has a 50% chance of placing a [Provoke] debuff for 1 turn.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Buff/Debuff Chance +109<br>Lvl. 5 Buff/Debuff Chance +15<br>Lvl. 6 Cooldown -1
Atur,Adrenaline Rush,Heals this Champion by 15% of their MAX HP and places a [Counterattack] buff on this Champion for 2 turns when hit with a critical hit.<br>Lvl. 2 Cooldown -1
Atur,Vigilant Partner,"Immune to , , and debuffs."
High Khatun,Imperial Grace,Attacks 1 enemy. Has a 25% chance of placing a 30% [Decrease SPD] debuff for 2 turns
High Khatun,Rally the Horde,Fills the Turn Meters of all allies by 15% and places a 30% [Increase SPD] buff on all allies for 2 turns
High Khatun,Shamanic Lightning,Attacks all enemies. Has a 50% chance of decreasing the Turn Meter by 15%
Sikara,Followup Volley,Attacks 1 enemy. Fills this Champion's Turn Meter by 25% if this attack is critical.<br>Damage based on: [ATK]
Sikara,Aura Puncture,Attacks all enemies 3 times. Each hit has a 40% chance of removing 1 random buff from the target.<br>Damage based on: [ATK]
Sikara,Enfeebing Tips,Attacks all enemies. Has a 60% chance of placing a 25% [Weaken] debuff for 2 turns.<br>Damage based on: [ATK]
Sikara,Devoted Sister,Revives this Champion with 75% HP when killed. Only available when Alika is on the same team
Teshada,Savage Fury,Attacks 1 enemy. Places a 50% [Increase ATK] buff on this Champion for 2 turns if this attack is critical
Teshada,Maximum Carnage,Attacks 3 times at random. Each hit has a 50% chance of placing a 25% [Weaken] debuff for 2 turns
Teshada,Spirit Appeasement,Attacks 1 enemy. Revives a random ally with 40% HP if this attack kills the target
Anointed,Mystic Chill,Attacks 1 enemy 3 times. Has a 25% chance of placing a [Freeze] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%
Anointed,Vigor Theft,Attacks 1 enemy 2 times. Each hit has a 75% chance of stealing 1 buff from the target.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5)<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10<br>Lvl. 6 Cooldown -1
Anointed,Chant of Violence,Fills the Turn Meter of all allies by 25%. Places a 30% [Increase C. RATE] buff on all allies for 2 turns.<br>Lvl. 2 Cooldown -1
Bloodbraid,Enraging Prowess,Attacks 1 enemy. Has a 25% chance of placing a [Provoke] for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Buff/Debuff Chance +5)<br>Lvl. 5 Damage +15%<br>Lvl. 6 Buff/Debuff Chance +10
Bloodbraid,Tireless Assault,Attacks 1 enemy 3 times. Has a 25% chance of granting an Extra Turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +15%<br>Lvl. 5 Buff/Debuff Chance +10<br>Lvl. 6 Cooldown -1
Bloodbraid,Lifecurse,Attacks 1 enemy. Places a 100% [Heal Reduction] debuff for 2 turns. Heals this Champion by 30% of the damage dealt.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +15%<br>Lvl. 5 Cooldown -1
Marked,Dance of Blades,Attacks 1 enemy. Has a 30% chance of placing a 30% [Decrease DEF] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +109<br>Lvl. 3 Buff/Debuff Chance +10<br>Lvl. 4 Buff/Debuff Chance +109<br>Lvl. 5 Buff/Debuff Chance +10'<br>Lvl. 6 Buff/Debuff Chance +10
Marked,Punishment of Gods,Attacks all enemies. Places a 25% [Decrease ACC] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Marked,Totemic Power,Places a [Block Debuffs] buff on all allies for 1 turn and a 60% [Increase DEF] buff on all allies for 2 turns.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1<br>Lvl. 4 Cooldown -1
Sentinel,Hook,Attacks 1 enemy. Has a 60% chance of placing a [Provoke] debuff for 1 turn. Damage is proportional to ATK and DEF.<br>Damage based on: [ATK] [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +10'<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +15
Sentinel,Glaive Swing,Attacks all enemies. Has a 50% chance of placing a 25% [Decrease ATK] debuff for 2 turns. Has a 50% chance of placing a 100% [Heal Reduction] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Cooldown -1
Sentinel,Regeneration,Heals this Champion by 10% HP at the start of each turn. This Heal can be critical.
Skirmisher,Twin Shafts,Attacks 1 enemy 2 times. Inflicts 15% more damage against targets who have no active buffs.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Skirmisher,Hexed Arrow,Attacks 1 enemy. Decreases the target's Turn Meter by 20% if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Cooldown -1
Skirmisher,Dispelling Shot,Attacks all enemies. Removes 1 random buff from each enemy.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1<br>Lvl. 6 Cooldown -1
Slayer,Vicious Strike,Attacks 1 enemy. Has a 30% chance of placing a 25% [Decrease ATK] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5)<br>Lvl. 5 Buff/Debuff Chance +5%<br>Lvl. 6 Buff/Debuff Chance +10
Slayer,Frost Burst,Attacks all enemies.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Slayer,Debilitate,Attacks 1 enemy. Places a 5% [Poison] debuff for 2 turns. Has a 75% chance of placing a [Stun] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Buff/Debuff Chance +105<br>Lvl. 5 Buff/Debuff Chance +15%<br>Lvl. 6 Cooldown -1
Warmaiden,Ferocious Attack,Attacks 1 enemy. Has a 30% chance of placing a 2.5% [Poison] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Damage +10%
Warmaiden,Opportunity Strike,Attacks 1 enemy. Places a 50% [Increase ATK] buff on this Champion and places an extra hit if this attack is critical. The extra hit cannot be critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%
Warmaiden,Crumbling Blast,Attacks all enemies. Has a 75% chance of placing a 60% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +10<br>Lvl. 4 Buff/Debuff Chance +159<br>Lvl. 5 Cooldown -1
Berserker,All-Out Attack,Attacks 1 enemy. Fills this Champion's Turn Meter by 30% if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Berserker,Havoc,Attacks 1 enemy. Grants an Extra Turn if the target is killed.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Berserker,Sweep,Attacks all enemies 2 times. Will ignore 20% of each target's DEF.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5<br>Lvl. 4 Damage +10%
Ox,Onrush,Attacks 1 enemy. Fills this Champion's Turn Meter by 10% if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Ox,Shatter Defenses,Attacks 1 enemy. Has a 60% chance of placing a 30% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Buff/Debuff Chance +5<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +10%
Ox,Destroy Confidence,Attacks 1 enemy. Has a 50% chance of placing a [Block Cooldown Skills] debuff for 2 turns. Has an extra 15% chance of inflicting a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +5%<br>Lvl. 3 Buff/Debuff Chance +10'<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Cooldown -1
Elder,Mocking Blow,Attacks 1 enemy. Has a 25% chance of placing a [Provoke] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Elder,Intercede,Places a 50% [Ally Prote on the most injured ally for 2 turns. Grants an Extra Turn.<br>Lvl. 2 Cooldown -1
Elder,Take Vengeance,Places a [Counterattack] buff on this Champion for 2 turns. Heals this Champion by 15%.<br>Lvl. 2 Cooldown -1
Crusher,Scythe,Attacks 1 enemy. Has a 25% chance of placing a 25% [Decrease ATK] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5)<br>Lvl. 5 Buff/Debuff Chance +5)
Crusher,Savage Swipe,Attacks 1 enemy. Places a [Counterattack] buff on this Champion for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Cooldown -1
Dervish,Flurry,Attacks 2 times at random. Has a 25% chance of placing a 30% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance
Dervish,Sealing Arrow,Attacks 1 enemy. Has a 50% chance of placing a 50% [Heal Reduction] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +109<br>Lvl. 3 Buff/Debuff Chance +10<br>Lvl. 4 Buff/Debuff Chance +109<br>Lvl. 5 Buff/Debuff Chance +20'<br>Lvl. 6 Cooldown -1
Outlander,Savage Strike,Attacks 1 enemy 2 times.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Outlander,Talisman of Power,Attacks all enemies. Has a 50% chance of decreasing the Turn Meter by 30%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +5'<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Buff/Debuff Chance +5<br>Lvl. 7 Buff/Debuff Chance +109<br>Lvl. 8 Cooldown -1
Outrider,Bodkin,Attacks 1 enemy. Has a 30% chance of placing a 30% [Decrease DEF] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +5%<br>Lvl. 6 Buff/Debuff Chance +10%
Outrider,Fire Arrow,Attacks 1 enemy. Decreases enemy MAX HP by 15% of damage dealt.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Cooldown -1
Outrider,Salvo,Attacks all enemies.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Cooldown -1
Pit Fighter,True Strike,Attacks 1 enemy. Has an extra 25% chance of placing a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Damage +5%
Pit Fighter,Gust of Dust,Attacks 1 enemy. Decreases the target's Turn Meter by 50%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%<br>Lvl. 6 Cooldown -1
Ritualist,Power Slash,Attacks 1 enemy 2 times. Has a 15% chance of decreasing enemy MAX HP by 25% of the damage dealt.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Buff/Debuff Chan<br>Lvl. 6 Buff/Debuff Chance +5
Ritualist,Wrath of Gods,Attacks 1 enemy. Has a 75% chance of placing a 30% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Shieldguard,Uppercut,Attacks 1 enemy. Has a 30% chance of placing a 15% [Decrease SPD] debuff for 2 turns. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF)<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Damage +10%
Shieldguard,Battle Stance,Attacks all enemies. Fills this Champion's Turn Meter by 20% on each critical hit. Damage inflicted is proportional to DEF.<br>Damage based on: [DEF]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +5%<br>Lvl. 6 Cooldown -1<br>Lvl. 7 Cooldown -1
Shieldguard,Mighty Soul,
Spiritwalker,Cripple,Attacks 1 enemy 2 times. Each hit has a 20% chance of placing a 25% [Decrease ATK] debuff on the target for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 6 Buff/Debuff Chance +10%
Spiritwalker,Battle Trance,Removes all debuffs from this Champion. Places a 25% [Increase ATK] buff on all allies for 2 turns.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1
Zephyr Sniper,Suppressive Fire,Attacks all enemies. Has a 15% chance of increasing the cooldown of a random Skill on each target by 1 turn
Zephyr Sniper,Ranger's Skill,Places a 7.5% [Continuous Heal] buff on all allies for 1 turn
Foli,Marked for Destruction,Attacks 1 enemy 4 times. Has a 20% chance placing a 60% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Buff/Debuff Chance +5%
Foli,Biodistruptor,Attacks 4 times at random. Each hit has a 35% chance placing a [Leech] debuff for 2 turns.<br<Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Foli,Sealed Fate,Attacks all enemies. Enemies under 2 or more debuffs that are killed by this attack cannot be revived.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Cooldown -1
Foli,Living Armor (P),"Heals this Champion by 20% of their MAX HP and boosts the Turn Meter by 50% whenever an enemy places a [Stun], [Freeze], [Sleep], or [Provoke] on this Champion<br>Immediately removes all [Stun], [Freeze], [Sleep], and [Provoke] debuffs from this Champion.<br>Lvl. 2 Cooldown -1<br>Lvl. 3 Cooldown -1"
Ghostborn,Energy Bolt,Attacks 1 enemy. Has a 50% chance of placing a 60% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +10%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Buff/Debuff Chance +20%
Ghostborn,Petrify,Attacks all enemies. Has a 75% chance of placing a 100% [Heal Reduction] debuff for 2 turns.<br>Damage based on: [ATK] [SPD]<br>Lvl. 2 Buff/Debuff Chance +10%<br>Lvl. 3 Buff/Debuff Chance +15%<br>Lvl. 4 Cooldown -1
Ghostborn,Ancestral Spirits,Attacks all enemies. Has a 75% chance of placing a 60% [Decrease DEF] debuff for 2 turns. This debuff cannot be resisted. Places a 50% [Increase ATK] buff on all allies for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Buff/Debuff Chance +10%<br>Lvl. 3 Buff/Debuff Chance +15%<br>Lvl. 4 Cooldown -1
Queen Eva,Cauterize,Attacks 1 enemy. Has a 50% chance of placing a 100% [Heal Reduction] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +15%<br>Lvl. 3 Buff/Debuff Chance +15%<br>Lvl. 4 Buff/Debuff Chance +15%<br>Lvl. 5 Damage +20%
Queen Eva,Ancient Curse,Attacks 1 enemy 2 times. Enemies killed by this skill cannot be revived.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Cooldown -1<br>Lvl. 4 Damage +15%<br>Lvl. 5 Cooldown -1
Queen Eva,Energy Drain,Attacks all enemies. Decreases the Turn Meter by 20%. Resets the cooldowns on each of this Champion's skills if any target is killed. Has an extra 15% chance of inflicting a critical hit.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
Rae,Corrode,Attacks all enemies. Has a 30% chance of placing a 60% [Decrease DEF] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Buff/Debuff Chance +10%<br>Lvl. 6 Buff/Debuff Chance +10%
Rae,Arcane Wave,Attacks all enemies. Inflicts 50% more damage against targets under debuffs.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +15%
Rae,Banish,Attacks all enemies. Removes all buffs. Has a 50% chance of placing a [Freeze] debuff for 1 turn.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +10%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Cooldown -1
Zavia,Transfix,Attacks 1 enemy 3 times. Each hit has a 40% chance of placing a 5% [Poison] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%
Zavia,Poison Rain,Attacks all enemies 2 times. Each hit has a 50% chance of placing a 5% [Poison] debuff for 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +10%<br>Lvl. 3 Buff/Debuff Chance +5%<br>Lvl. 4 Buff/Debuff Chance +10%<br>Lvl. 5 Buff/Debuff Chance +10%
Zavia,Deadly Catalyst,Attacks all enemies. Enemies killed by this skill cannot be revived. Deals damage from all [Poison] debuffs on the target instantly. [Poison] debuffs will only deal half of the standard damage when this Skill hits Bosses.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +10%
Zavia,Calamitous Partner,"Attacks 1 enemy. Applies a Debuff Spread effect, taking 4 random debuffs from the target and placing them on all enemies.<br>Damage based on: [ATK] 7 T -"
Blind Seer,Visions of Death,Attacks 3 times at random. Each hit has a 30% chance of decreasing the Turn Meter by 15%.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Buff/Debuff Chance +5%<br>Lvl. 5 Buff/Debuff Chance +5%
Blind Seer,Dark Shroud,Places a [Shield] buff and a [Block Debuffs] buff on all allies for 2 turns. The shield is proportional to this Champion's MAX HP.<br>Lvl. 2 Shield +5%<br>Lvl. 3 Shield +5%<br>Lvl. 4 Shield +5%<br>Lvl. 5 Cooldown -1
Blind Seer,Self Sacrifice,Revives all dead allies to 35% HP. Places a [Block Damage] buff on all allies except this Champion for 1 turn. This Champion will receive damage equal to 25% of their MAX HP. This will happen even if it kills this Champion.<br>Lvl. 2 Heal +5%<br>Lvl. 3 Heal +5%<br>Lvl. 4 Heal +5%<br>Lvl. 5 Cooldown -1
Astralith,Assault Leader,Attacks 1 enemy. Fills the Turn Meter of a random ally by 15%. Fills the Turn Meter by 30% if this attack is critical.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +5%<br>Lvl. 4 Damage +5%<br>Lvl. 5 Damage +10%
Astralith,Heart Rot,Attacks 1 enemy. Places two [Bomb] debuffs that detonate after 2 turns.<br>Damage based on: [ATK]<br>Lvl. 2 Damage +5%<br>Lvl. 3 Damage +10%<br>Lvl. 4 Damage +10%<br>Lvl. 5 Cooldown -1
